"Country","Iso code","Age group","age_in_days_midpoint","Admin-1 unit","units","N doses","clinical_cases_no_PMC","severe_cases_no_PMC","clinical_cases_no_PMC_per1000","severe_cases_no_PMC_per1000","clinical_cases_averted_with_PMC","severe_cases_averted_with_PMC","clinical_cases_averted_with_PMC_per1000","severe_cases_averted_with_PMC_per1000","clinical_cases_with_PMC","severe_cases_with_PMC","clinical_cases_with_PMC_per1000","severe_cases_with_PMC_per1000"
"Sierra Leone","SLE","n_age_77_83",80,"Eastern","raw cases",6,376.661689606859,27.554062966754,583.702221205422,42.6997706448866,334.895180095577,25.8557539526485,518.977814539116,40.0679480540061,41.7665095112816,1.69830901410549,64.7244066663065,2.63182259088054
"Sierra Leone","SLE","n_age_84_90",87,"Eastern","raw cases",6,459.310279995789,18.3380596085153,712.448412187786,28.4446528190301,383.942696647015,15.4521617622277,595.543745721892,23.9682597839283,75.3675833487732,2.88589784628766,116.904666465894,4.47639303510178
"Sierra Leone","SLE","n_age_91_97",94,"Eastern","raw cases",6,461.289477705485,20.7860870557419,716.154587008082,32.2705205957961,407.969979643263,18.5777791049041,633.375757314922,28.8421097064225,53.3194980622224,2.20830795083785,82.7788296931601,3.4284108893736
"Sierra Leone","SLE","n_age_98_104",101,"Eastern","raw cases",6,474.870722348785,20.6459754449765,737.927844407912,32.0829216011767,413.311647057964,18.8884608074311,642.267797167233,29.351822531551,61.5590752908214,1.75751463754542,95.6600472406792,2.73109906962568
"Sierra Leone","SLE","n_age_105_111",108,"Eastern","raw cases",6,585.651385079167,26.3888860149005,910.880588061426,41.0433999200553,495.285003820495,21.0376387758063,770.331133899792,32.7204498576229,90.3663812586716,5.35124723909429,140.549454161634,8.32295006243243
"Sierra Leone","SLE","n_age_112_118",115,"Eastern","raw cases",6,672.832960734986,21.332505608293,1047.2576415015,33.2038274198906,534.810007445853,12.4160120121627,832.426322333143,19.3253960723147,138.022953289132,8.91649359613038,214.831319168357,13.8784313475759
"Sierra Leone","SLE","n_age_119_125",122,"Eastern","raw cases",6,722.541025344372,33.9984812077878,1125.5928240012,52.9637005126268,482.306644662699,25.4451678090409,751.349583148841,39.6391309098499,240.234380681674,8.55331339874694,374.243240852359,13.3245696027769
"Sierra Leone","SLE","n_age_126_132",129,"Eastern","raw cases",6,772.385013090235,35.7063842332244,1204.36160257227,55.6761167142991,362.224064685725,16.5496156771567,564.807379275466,25.8054225821275,410.160948404509,19.1567685560677,639.554223296804,29.8706941321716
"Sierra Leone","SLE","n_age_133_139",136,"Eastern","raw cases",6,849.93277685029,25.6987856832323,1326.57706185075,40.1107246753462,306.514426777027,2.8226033566466,478.408432718154,4.40552590700931,543.418350073262,22.8761823265857,848.168629132596,35.7051987683369
"Sierra Leone","SLE","n_age_140_146",143,"Eastern","raw cases",6,881.159058737324,39.0118205449808,1376.73447612779,60.9525803408852,166.635214397819,3.2667716718769,260.35304559788,5.1040469274132,714.523844339505,35.7450488731039,1116.38143052991,55.848533413472
"Sierra Leone","SLE","n_age_147_153",150,"Eastern","raw cases",6,950.192230969669,42.4789317029491,1486.02321731465,66.4335875414253,102.756035843066,5.60078745343369,160.70206638733,8.7591751645386,847.436195126603,36.8781442495154,1325.32115092732,57.6744123768867
"Sierra Leone","SLE","n_age_154_160",157,"Eastern","raw cases",6,976.608029539415,40.1352295250405,1528.64354435267,62.8219896405119,-15.0703808799544,-0.669835013716856,-23.5890344398899,-1.04846462298961,991.67841041937,40.8050645387574,1552.23257879256,63.8704542635015
"Sierra Leone","SLE","n_age_161_167",164,"Eastern","raw cases",6,1048.15219905305,48.8667881247452,1641.9492147591,76.5506998522872,-47.4494799321926,0.622899316443167,-74.3304611541898,0.975782948728096,1095.60167898524,48.243888808302,1716.27967591329,75.5749169035591
"Sierra Leone","SLE","n_age_168_174",171,"Eastern","raw cases",6,1194.80646477539,59.1998902421108,1873.46193128302,92.8256951853512,-17.4866922403833,-21.201291980743,-27.41921238481,-33.2437215489998,1212.29315701578,80.4011822228539,1900.88114366783,126.069416734351
"Sierra Leone","SLE","n_age_175_181",178,"Eastern","raw cases",6,1178.99191701389,51.8708483396872,1850.23592900836,81.4028543209277,-36.6338620535128,-3.83273917788247,-57.4908842135401,-6.0148603489981,1215.6257790674,55.7035875175697,1907.7268132219,87.4177146699258
"Sierra Leone","SLE","n_age_182_188",185,"Eastern","raw cases",6,1225.93697716857,48.1028539021373,1925.6041063446,75.5561294959728,939.261948841317,32.9348335792728,1475.3178175597,51.7314119429676,286.675028327254,15.1680203228645,450.2862887849,23.8247175530052
"Sierra Leone","SLE","n_age_189_195",192,"Eastern","raw cases",6,1361.7101357446,48.1834023197757,2140.83319553774,75.7522650763856,1033.38372354512,30.6956996767539,1624.64985830782,48.2587087393004,328.326412199478,17.4877026430218,516.183337229916,27.4935563370852
"Sierra Leone","SLE","n_age_196_202",199,"Eastern","raw cases",6,1290.96418201403,59.386896611322,2031.42625938255,93.449611476645,816.267559131515,37.5582512934738,1284.45651506374,59.1006466306608,474.696622882516,21.8286453178482,746.969744318807,34.3489648459842
