Country,Iso code,Age group,age_in_days_midpoint,Admin-1 unit,units,N doses,clinical_cases_no_PMC,severe_cases_no_PMC,clinical_cases_with_PMC,severe_cases_with_PMC,clinical_cases_no_PMC_per1000,severe_cases_no_PMC_per1000,clinical_cases_with_PMC_per1000,severe_cases_with_PMC_per1000,clinical_cases_averted_with_PMC,severe_cases_averted_with_PMC,clinical_cases_averted_with_PMC_per1000,severe_cases_averted_with_PMC_per1000,clinical_cases_reduction,severe_cases_reduction,scenario,Scenario
Angola,AGO,0-6mo,91,Namibe,raw cases,5,397.160817997775,33.2716826885375,332.899225516385,28.6146224738957,61.3298883480014,5.14721697356155,51.4292817465133,4.42900759775908,64.2615924813899,4.65706021464176,9.90060660148811,0.718209375802476,16.1802447697018,13.9970684928604,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,6-12mo,273.5,Namibe,raw cases,5,538.168719512161,40.8748824070727,477.126650761059,36.5173788563081,85.0671077332385,6.4603195994661204,75.4509655125572,5.77372163826515,61.042068751102,4.3575035507646,9.61614222068134,0.686597961200976,11.3425523516929,10.6605898149584,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,12-18mo,456,Namibe,raw cases,5,668.915193499544,51.3499411035328,645.864241254019,49.7919961040397,108.351414418596,8.31463902366083,104.608259891611,8.06161487867452,23.050952245525,1.55794499949312,3.74315452698487,0.253024144986314,3.44602013372278,3.03397621499108,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,18-24mo,638.5,Namibe,raw cases,5,708.480043599967,56.0987775171898,708.480043599967,56.0987775171898,117.289896938464,9.29285337749254,117.289896938464,9.29285337749254,0,0,0,0,0,0,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,24-30mo,821,Namibe,raw cases,5,790.968288612628,56.123041641,790.968288612628,56.123041641,128.769124558527,9.13413254612439,128.769124558527,9.13413254612439,0,0,0,0,0,0,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,0-6mo,91,Uige,raw cases,5,3167.3809707975,193.795391455416,2657.61209304328,163.98243878241,348.26171655651,21.3270875145323,292.308195755794,18.055245206308,509.768877754217,29.8129526730056,55.9535208007154,3.27184230822436,16.0943341661191,15.3837263358579,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,6-12mo,273.5,Uige,raw cases,5,6403.37735965955,379.024290381616,5772.61030298657,338.316076954288,720.415802981186,42.6070712385902,649.672798348204,38.0441905420699,630.767056672984,40.7082134273278,70.7430046329819,4.56288069652027,9.85053700952773,10.7402650596196,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,12-18mo,456,Uige,raw cases,5,7464.04580866999,384.740666996028,7256.17075876199,373.923178519083,860.72241828682,44.3572413394664,836.70406117386,43.1071392766984,207.875049908,10.8174884769449,24.0183571129597,1.25010206276806,2.78501841007646,2.81163115960824,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,18-24mo,638.5,Uige,raw cases,5,7966.37282362807,360.293202843639,7966.37282362807,360.293202843639,938.14187891003,42.4162144248693,938.14187891003,42.4162144248693,0,0,0,0,0,0,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,24-30mo,821,Uige,raw cases,5,8401.14949298064,331.752146310542,8401.14949298064,331.752146310542,973.170230827873,38.4133939376242,973.170230827873,38.4133939376242,0,0,0,0,0,0,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,0-6mo,91,Zaire,raw cases,5,2109.02736489333,141.717269425108,1620.92251370399,111.283598049434,264.719169639724,17.8164231933145,203.544676921707,13.9980513348596,488.104851189338,30.4336713756741,61.1744927180166,3.81837185845491,23.143599713986,21.4749208047344,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,6-12mo,273.5,Zaire,raw cases,5,3884.01983740972,256.803948424726,3262.127719237,214.596572157102,498.932351443043,32.9823130651272,419.341800775907,27.5807012743826,621.892118172727,42.2073762676243,79.5905506671368,5.4016117907446,16.0115587511384,16.4356414792415,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,12-18mo,456,Zaire,raw cases,5,4565.82217445906,241.132101766061,4449.32315403125,234.422716137018,601.179287894039,31.7338785062995,585.808917304447,30.8485642335788,116.499020427819,6.70938562904331,15.3703705895919,0.885314272720748,2.55154528530497,2.78245226575122,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,18-24mo,638.5,Zaire,raw cases,5,4918.19148915367,269.163751154024,4918.19148915367,269.163751154024,661.692498381799,36.2182902495389,661.692498381799,36.2182902495389,0,0,0,0,0,0,PMC co-delivery with EPI only,PMC co-delivery with EPI only
Angola,AGO,24-30mo,821,Zaire,raw cases,5,5322.83279465757,224.277230663296,5322.83279465757,224.277230663296,704.152826151223,29.6457422148396,704.152826151223,29.6457422148396,0,0,0,0,0,0,PMC co-delivery with EPI only,PMC co-delivery with EPI only
